"BOOKING ID","BOOKING DATE","ORIGIN","BOOKED OFFICE","DESTINATION","DIRECTION","AIRPORTS","GATEWAYS","TRIP TYPE","ITINERARY TYPE","VALIDATING CARRIER","MARKETING CARRIERS","OPERATING CARRIERS","DEPARTURE DATE","ARRIVAL DATE","BOOKING CLASS","FARE BASIS","ADT","CHD"
"97389631","2018/4/3","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/6/28","2018/6/29 16:00:00","L","LLNCOWUS","380","0"
"97407401","2018/4/4","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/6/6","2018/6/7 18:55:00","T","TLNCRTUS","170","0"
"97429456","2018/4/6","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","round","BF","BF","BF","2018/6/6","2018/6/7 18:55:00","T","TLNCRTUS","170","0"
"97440132","2018/4/6","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","round","BF","BF","BF","2018/12/22","2018/12/23 15:20:00","T","TLNCRTUS","340","64"
"97446308","2018/4/7","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","round","BF","BF","BF","2018/12/20","2018/12/21 15:20:00","T","TLNCRTUS","170","0"
"97447132","2018/4/7","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","round","BF","BF","BF","2018/5/30","2018/5/31 18:55:00","T","TLNCRTUS","85","0"
"97448622","2018/4/7","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/6/30","2018/7/1 16:00:00","L","LLNCOWUS","190","0"
"97448795","2018/4/7","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/6/28","2018/6/29 16:00:00","L","LLNCOWUS","380","0"
"97448987","2018/4/7","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","round","BF","BF","BF","2018/12/22","2018/12/23 15:20:00","T","TLNCRTUS","170","0"
"97449845","2018/4/7","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","round","BF","BF","BF","2018/12/22","2018/12/23 15:20:00","T","TLNCRTUS","170","0"
"97450005","2018/4/7","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","round","BF","BF","BF","2018/12/22","2018/12/23 15:20:00","T","TLNCRTUS","85","0"
"97450654","2018/4/7","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","round","BF","BF","BF","2018/5/23","2018/5/24 18:55:00","T","TLNCRTUS","170","0"
"97451198","2018/4/7","SFO","ATL1S211S","PPT","OUTBOUND","SFO,PPT","SFO,PPT","transpacific","one-way","BF","BF","BF","2018/9/30","2018/10/1 04:40:00","L","LLNCOWUS","462","0"
"97451203","2018/4/7","PPT","ATL1S211S","SFO","OUTBOUND","PPT,SFO","PPT,SFO","transpacific","one-way","BF","BF","BF","2018/10/15","2018/10/15 17:55:00","R","RLNCOWPF","192","0"
"97457940","2018/4/8","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","round","BF","BF","BF","2018/9/3","2018/9/4 16:00:00","T","TLNCRTUS","170","0"
"97458958","2018/4/8","ORY","ATL1S211S","SFO","OUTBOUND","ORY,SFO","ORY,SFO","transatlantic","one-way","BF","BF","BF","2018/6/15","2018/6/15 20:50:00","L","LLNCOWFR","388","0"
"97459280","2018/4/8","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/8/13","2018/8/14 16:00:00","I","ILNCOWUS","290","0"
"97459354","2018/4/8","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/8/13","2018/8/14 16:00:00","I","ILNCOWUS","290","0"
"97463258","2018/4/8","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","round","BF","BF","BF","2018/9/3","2018/9/4 16:00:00","T","TLNCRTUS","170","0"
"97463592","2018/4/9","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","round","BF","BF","BF","2018/6/11","2018/6/12 16:00:00","I","ILNCRTUS","510","0"
"97463809","2018/4/9","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","round","BF","BF","BF","2018/11/19","2018/11/20 15:20:00","T","TLNCRTUS","85","192"
"97464076","2018/4/9","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","round","BF","BF","BF","2018/11/19","2018/11/20 15:20:00","T","TLNCRTUS","85","0"
"97475999","2018/4/9","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/6/6","2018/6/7 18:55:00","T","TLNCRTUS","170","0"
"97476123","2018/4/9","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/7/2","2018/7/3 16:00:00","T","TLNCOWUS","240","0"
"97476621","2018/4/9","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/6/6","2018/6/7 18:55:00","T","TLNCRTUS","170","0"
"97484041","2018/4/10","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/6/21","2018/6/22 16:00:00","L","LLNCOWUS","190","0"
"97512172","2018/4/11","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/9/17","2018/9/18 16:00:00","T","TLNCOWUS","120","0"
"97616842","2018/4/11","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/6/21","2018/6/22 16:00:00","L","LLNCOWUS","190","0"
"97619522","2018/4/12","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/5/28","2018/5/29 16:00:00","T","TLNCOWUS","120","0"
"97752392","2018/4/12","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/6/21","2018/6/22 16:00:00","L","LLNCOWUS","380","0"
"97763542","2018/4/12","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/5/23","2018/5/24 18:55:00","T","TLNCOWUS","120","0"
"97776342","2018/4/13","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","round","BF","BF","BF","2018/12/27","2018/12/28 15:20:00","T","TLNCRTUS","255","64"
"97833232","2018/4/13","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/8/2","2018/8/3 16:00:00","L","LLNCRTUS","155","232"
"97834722","2018/4/13","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/8/2","2018/8/3 16:00:00","L","LLNCRTUS","155","0"
"97873662","2018/4/13","SFO","ATL1S211S","PPT","OUTBOUND","SFO,PPT","SFO,PPT","transpacific","one-way","BF","BF","BF","2018/6/22","2018/6/23 04:40:00","L","LLNCOWUS","231","0"
"97907002","2018/4/14","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/5/26","2018/5/27 16:00:00","T","TLNCRTUS","85","0"
"97958552","2018/4/14","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/9/6","2018/9/7 16:00:00","T","TLNCRTUS","170","0"
"98003052","2018/4/14","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/5/19","2018/5/20 16:00:00","T","TLNCOWUS","120","0"
"98039472","2018/4/15","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/6/11","2018/6/12 16:00:00","I","ILNCOWUS","290","0"
"98096272","2018/4/15","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/5/30","2018/5/31 18:55:00","T","TLNCOWUS","120","0"
"98215382","2018/4/16","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/6/13","2018/6/14 18:55:00","T","TLNCOWUS","240","90"
"98272462","2018/4/16","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","round","BF","BF","BF","2018/12/15","2018/12/16 15:20:00","T","TLNCRTUS","595","64"
"98405782","2018/4/17","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","round","BF","BF","BF","2018/6/16","2018/6/17 16:00:00","K","KLNCRTUS","315","0"
"98427812","2018/4/17","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","round","BF","BF","BF","2018/11/7","2018/11/8 18:30:00","T","TLNCRTUS","170","0"
"98464212","2018/4/18","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/5/28","2018/5/29 16:00:00","Q","QLNCOWUS","155","0"
"98521732","2018/4/18","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/6/28","2018/6/29 16:00:00","H","HLNCOWUS","490","0"
"98557422","2018/4/18","SFO","ATL1S211S","PPT","OUTBOUND","SFO,PPT","SFO,PPT","transpacific","one-way","BF","BF","BF","2018/6/10","2018/6/11 04:40:00","L","LLNCRTUS","426","0"
"98591642","2018/4/18","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/8/2","2018/8/3 16:00:00","L","LLNCRTUS","155","0"
"98622882","2018/4/19","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/5/26","2018/5/27 16:00:00","T","TLNCOWUS","120","0"
"98689891","2018/4/19","SFO","ATL1S211S","PPT","OUTBOUND","SFO,PPT","SFO,PPT","transpacific","one-way","BF","BF","BF","2018/7/15","2018/7/16 04:40:00","T","THNCRTUS","334","0"
"98692591","2018/4/19","ORY","ATL1S211S","SFO","OUTBOUND","ORY,SFO","ORY,SFO","transatlantic","one-way","BF","BF","BF","2018/6/13","2018/6/13 20:50:00","R","RLNCOWFR","146","0"
"98719051","2018/4/19","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","round","BF","BF","BF","2018/5/14","2018/5/15 16:00:00","T","TLNCRTUS","85","0"
"98732431","2018/4/19","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/5/26","2018/5/27 16:00:00","T","TLNCOWUS","240","0"
"98735321","2018/4/19","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/5/23","2018/5/24 18:55:00","T","TLNCRTUS","170","0"
"98736611","2018/4/19","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","round","BF","BF","BF","2018/5/19","2018/5/20 16:00:00","T","TLNCRTUS","170","0"
"98740911","2018/4/20","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/6/6","2018/6/7 18:55:00","T","TLNCOWUS","120","0"
"98765331","2018/4/20","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/6/13","2018/6/14 18:55:00","T","TLNCOWUS","120","0"
"98930711","2018/4/21","SFO","ATL1S211S","PPT","OUTBOUND","SFO,PPT","SFO,PPT","transpacific","one-way","BF","BF","BF","2019/2/15","2019/2/16 05:15:00","L","LLNCOWUS","462","0"
"98930781","2018/4/21","PPT","ATL1S211S","SFO","OUTBOUND","PPT,SFO","PPT,SFO","transpacific","one-way","BF","BF","BF","2019/2/25","2019/2/25 17:30:00","R","RLNCOWPF","194","0"
"98931581","2018/4/21","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/12/22","2018/12/23 15:20:00","Q","QLNCRTUS","120","0"
"98932781","2018/4/21","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/12/22","2018/12/23 15:20:00","Q","QLNCRTUS","120","0"
"98937081","2018/4/21","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","round","BF","BF","BF","2018/12/24","2018/12/25 15:20:00","T","TLNCRTUS","85","0"
"98978081","2018/4/22","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/9/3","2018/9/4 16:00:00","Q","QLNCOWUS","155","0"
"98982531","2018/4/22","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/9/3","2018/9/4 16:00:00","Q","QLNCOWUS","155","0"
"99042591","2018/4/22","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/8/30","2018/8/31 16:00:00","T","TLNCOWUS","240","0"
"99154431","2018/4/23","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/6/2","2018/6/3 16:00:00","T","TLNCOWUS","240","0"
"99173611","2018/4/23","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/6/6","2018/6/7 18:55:00","T","TLNCRTUS","85","0"
"99250111","2018/4/24","SFO","ATL1S211S","PPT","OUTBOUND","SFO,PPT","SFO,PPT","transpacific","one-way","BF","BF","BF","2018/6/1","2018/6/2 04:40:00","L","LLNCRTUS","213","0"
"99285201","2018/4/24","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/6/23","2018/6/24 16:00:00","L","LLNCRTUS","465","0"
"99388761","2018/4/25","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/5/30","2018/5/31 18:55:00","T","TLNCOWUS","240","0"
"99389091","2018/4/25","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/6/13","2018/6/14 18:55:00","T","TLNCRTUS","170","0"
"99444421","2018/4/25","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/6/28","2018/6/29 16:00:00","H","HLNCRTUS","630","157"
"99461591","2018/4/25","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/6/28","2018/6/29 16:00:00","H","HLNCRTUS","630","157"
"99462761","2018/4/25","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/12/22","2018/12/23 15:20:00","Q","QLNCRTUS","120","0"
"99492561","2018/4/25","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/6/21","2018/6/22 16:00:00","H","HLNCRTUS","210","0"
"99521561","2018/4/26","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/6/13","2018/6/14 18:55:00","T","TLNCRTUS","85","0"
"99715661","2018/4/27","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/12/20","2018/12/21 15:20:00","L","LLNCRTUS","155","0"
"99716631","2018/4/27","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/6/13","2018/6/14 18:55:00","T","TLNCRTUS","255","64"
"99769041","2018/4/27","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/6/13","2018/6/14 18:55:00","T","TLNCRTUS","255","64"
"99781001","2018/4/28","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/6/13","2018/6/14 18:55:00","T","TLNCRTUS","255","64"
"99819921","2018/4/28","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/6/6","2018/6/7 18:55:00","T","TLNCRTUS","255","0"
"99850131","2018/4/28","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/6/9","2018/6/10 16:00:00","H","HLNCOWUS","245","0"
"99908981","2018/4/29","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/6/6","2018/6/7 18:55:00","T","TLNCOWUS","360","90"
"100000081","2018/4/30","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/8/2","2018/8/3 16:00:00","H","HLNCOWUS","245","366"
"100122331","2018/5/1","SFO","ATL1S211S","PPT","OUTBOUND","SFO,PPT","SFO,PPT","transpacific","one-way","BF","BF","BF","2018/12/23","2018/12/24 05:15:00","L","LLNCOWUS","462","0"
"100133071","2018/5/1","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/6/13","2018/6/14 18:55:00","T","TLNCOWUS","120","0"
"100253941","2018/5/1","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/6/13","2018/6/14 18:55:00","T","TLNCRTUS","85","0"
"100280641","2018/5/1","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/5/16","2018/5/17 18:55:00","T","TLNCOWUS","120","0"
"100284671","2018/5/1","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","round","BF","BF","BF","2018/5/14","2018/5/15 16:00:00","T","TLNCRTUS","170","64"
"100301621","2018/5/2","ORY","ATL1S211S","SFO","OUTBOUND","ORY,SFO","ORY,SFO","transatlantic","one-way","BF","BF","BF","2018/5/20","2018/5/20 20:50:00","R","RLNCOWFR","71","0"
"100348491","2018/5/2","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/6/13","2018/6/14 18:55:00","T","TLNCOWUS","120","0"
"100349441","2018/5/2","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/7/2","2018/7/3 16:00:00","T","TLNCOWUS","240","0"
"100353991","2018/5/2","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/6/13","2018/6/14 18:55:00","T","TLNCOWUS","120","0"
"100427441","2018/5/2","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","round","BF","BF","BF","2018/6/4","2018/6/5 16:00:00","T","TLNCRTUS","170","0"
"100550081","2018/5/3","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/5/30","2018/5/31 18:55:00","T","TLNCOWUS","120","0"
"100573631","2018/5/3","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/5/14","2018/5/15 16:00:00","Q","QLNCOWUS","465","0"
"100608851","2018/5/4","ORY","ATL1S211S","SFO","OUTBOUND","ORY,SFO","ORY,SFO","transatlantic","one-way","BF","BF","BF","2018/12/23","2018/12/23 20:25:00","R","RLNCOWFR","70","0"
"100611601","2018/5/4","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/5/30","2018/5/31 18:55:00","T","TLNCOWUS","120","0"
"100629101","2018/5/4","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","round","BF","BF","BF","2018/12/15","2018/12/16 15:20:00","T","TLNCRTUS","85","0"
"100629971","2018/5/4","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","round","BF","BF","BF","2018/12/15","2018/12/16 15:20:00","T","TLNCRTUS","170","0"
"100710271","2018/5/4","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/5/30","2018/5/31 18:55:00","T","TLNCOWUS","120","0"
"100715711","2018/5/4","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/12/22","2018/12/23 15:20:00","L","LLNCRTUS","310","0"
"100731471","2018/5/4","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/6/30","2018/7/1 16:00:00","L","LLNCOWUS","190","0"
"100742791","2018/5/5","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/5/19","2018/5/20 16:00:00","T","TLNCOWUS","120","0"
"100761471","2018/5/5","SFO","NYC1S21HX","PPT","OUTBOUND","SFO,PPT","SFO,PPT","transpacific","one-way","BF","BF","BF","2018/9/30","2018/10/1 04:40:00","L","LLNCOWUS","462","0"
"100761511","2018/5/5","PPT","ATL1S211S","SFO","OUTBOUND","PPT,SFO","PPT,SFO","transpacific","one-way","BF","BF","BF","2018/10/20","2018/10/20 17:55:00","R","RLNCOWPF","188","0"
"100806861","2018/5/5","ORY","ATL1S211S","SFO","OUTBOUND","ORY,SFO","ORY,SFO","transatlantic","one-way","BF","BF","BF","2018/6/20","2018/6/20 20:50:00","L","LLNCOWFR","190","0"
"100816071","2018/5/5","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/5/23","2018/5/24 18:55:00","T","TLNCOWUS","120","0"
"100821691","2018/5/5","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/5/19","2018/5/20 16:00:00","T","TLNCRTUS","85","0"
"100824591","2018/5/5","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/7/21","2018/7/22 16:00:00","T","TLNCOWUS","240","0"
"100830781","2018/5/5","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/5/26","2018/5/27 16:00:00","I","ILNCRTUS","510","0"
"100886681","2018/5/6","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/6/13","2018/6/14 18:55:00","Q","QLNCOWUS","310","0"
"100895161","2018/5/6","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","round","BF","BF","BF","2018/12/27","2018/12/28 15:20:00","T","TLNCRTUS","170","0"
"100945731","2018/5/6","ORY","ATL1S211S","SFO","OUTBOUND","ORY,SFO","ORY,SFO","transatlantic","one-way","BF","BF","BF","2018/6/29","2018/6/29 20:50:00","M","MLNCOWFR","466","0"
"100975701","2018/5/7","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/5/23","2018/5/24 18:55:00","T","TLNCOWUS","120","0"
"101042361","2018/5/7","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/6/11","2018/6/12 16:00:00","K","KLNCRTUS","315","0"
"101045741","2018/5/7","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/5/23","2018/5/24 18:55:00","T","TLNCRTUS","85","0"
"101045801","2018/5/7","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","round","BF","BF","BF","2018/5/23","2018/5/24 18:55:00","T","TLNCRTUS","170","0"
"101053251","2018/5/7","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/5/23","2018/5/24 18:55:00","T","TLNCRTUS","170","0"
"101057691","2018/5/7","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/6/11","2018/6/12 16:00:00","K","KLNCRTUS","315","0"
"101061391","2018/5/7","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/6/11","2018/6/12 16:00:00","K","KLNCRTUS","315","0"
"101157961","2018/5/8","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/7/5","2018/7/6 16:00:00","T","TLNCOWUS","120","0"
"101184341","2018/5/8","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","round","BF","BF","BF","2018/5/16","2018/5/17 18:55:00","T","TLNCRTUS","85","0"
"101266811","2018/5/8","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/5/26","2018/5/27 16:00:00","L","LLNCRTUS","155","0"
"101307341","2018/5/9","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/6/13","2018/6/14 18:55:00","Q","QLNCOWUS","155","0"
"101316381","2018/5/9","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/8/13","2018/8/14 16:00:00","H","HLNCOWUS","245","366"
"101323191","2018/5/9","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/6/13","2018/6/14 18:55:00","Q","QLNCOWUS","310","0"
"101367081","2018/5/9","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/9/24","2018/9/25 16:00:00","Q","QLNCOWUS","310","0"
"101369741","2018/5/9","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2018/5/14","2018/5/15 16:00:00","T","TLNCOWUS","240","0"
