"BOOKING ID","BOOKING DATE","ORIGIN","BOOKED OFFICE","DESTINATION","DIRECTION","AIRPORTS","GATEWAYS","TRIP TYPE","ITINERARY TYPE","VALIDATING CARRIER","MARKETING CARRIERS","OPERATING CARRIERS","DEPARTURE DATE","ARRIVAL DATE","BOOKING CLASS","FARE BASIS","ADT","CHD"
"136539712","2019/2/22","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/2/23","2019/2/24 15:20:00","T","TLNCOWUS","120","0"
"136582222","2019/2/22","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/2/23","2019/2/24 15:20:00","T","TLNCOWUS","120","0"
"136615562","2019/2/23","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/2/23","2019/2/24 15:20:00","T","TLNCOWUS","120","0"
"136923852","2019/2/25","SFO","NYC1S21HX","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/3/9","2019/3/10 15:20:00","Z","ZLNCOWUS","840","0"
"137003762","2019/2/26","SFO","ATL1S211S","PPT","OUTBOUND","SFO,PPT","SFO,PPT","transpacific","one-way","BF","BF","BF","2019/6/12","2019/6/13 04:40:00","R","RNCRTUS","210","0"
"137003802","2019/2/26","SFO","ATL1S211S","PPT","OUTBOUND","SFO,PPT","SFO,PPT","transpacific","one-way","BF","BF","BF","2019/6/12","2019/6/13 04:40:00","R","RNCRTUS","210","0"
"137146812","2019/2/26","ORY","NYC1S214S","SFO","OUTBOUND","ORY,SFO","ORY,SFO","transatlantic","one-way","BF","BF","BF","2019/3/24","2019/3/24 20:50:00","I","HLNCOWFR","622","0"
"137317672","2019/2/27","SFO","NYC1S21HX","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/3/4","2019/3/5 15:20:00","T","TLNCRTUS","170","0"
"137690742","2019/3/2","ORY","ATL1S211S","SFO","OUTBOUND","ORY,SFO","ORY,SFO","transatlantic","one-way","BF","BF","BF","2019/5/24","2019/5/24 20:50:00","X","XNCOWFR","132","0"
"137735082","2019/3/2","SFO","ORD1S21DE","PPT","OUTBOUND","SFO,PPT","SFO,PPT","transpacific","one-way","BF","BF","BF","2019/4/12","2019/4/13 04:40:00","T","TNCOWUS","1128","0"
"137735162","2019/3/2","PPT","ORD1S21DE","SFO","OUTBOUND","PPT,SFO","PPT,SFO","transpacific","one-way","BF","BF","BF","2019/4/20","2019/4/20 18:05:00","N","NNCOWPF","888","0"
"137805142","2019/3/2","SFO","NYC1S21HX","PPT","OUTBOUND","SFO,PPT","SFO,PPT","transpacific","one-way","BF","BF","BF","2019/6/28","2019/6/29 04:40:00","T","TNCRTUS","261","0"
"137805222","2019/3/2","SFO","NYC1S21HX","PPT","OUTBOUND","SFO,PPT","SFO,PPT","transpacific","one-way","BF","BF","BF","2019/6/28","2019/6/29 04:40:00","T","TNCRTUS","261","0"
"137885742","2019/3/3","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","round","BF","BF","BF","2019/3/4","2019/3/5 15:20:00","T","TLNCRTUS","85","0"
"137954092","2019/3/3","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/3/4","2019/3/5 15:20:00","T","TLNCOWUS","120","0"
"137955282","2019/3/3","SFO","ORD1S21DE","PPT","OUTBOUND","SFO,PPT","SFO,PPT","transpacific","one-way","BF","BF","BF","2019/6/26","2019/6/27 04:40:00","R","RNCOWUS","462","346"
"137955382","2019/3/3","PPT","ORD1S21DE","SFO","OUTBOUND","PPT,SFO","PPT,SFO","transpacific","one-way","BF","BF","BF","2019/7/4","2019/7/4 18:05:00","T","TNCOWPF","558","418"
"137969762","2019/3/3","SFO","ATL1S211S","PPT","OUTBOUND","SFO,PPT","SFO,PPT","transpacific","one-way","BF","BF","BF","2019/6/19","2019/6/20 04:40:00","R","RNCOWUS","462","346"
"137969822","2019/3/3","PPT","ATL1S211S","SFO","OUTBOUND","PPT,SFO","PPT,SFO","transpacific","one-way","BF","BF","BF","2019/6/27","2019/6/27 18:05:00","X","XNCOWPF","206","154"
"138069352","2019/3/4","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/3/4","2019/3/5 15:20:00","T","TLNCOWUS","120","0"
"138333952","2019/3/6","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/3/25","2019/3/26 15:20:00","Q","QLNCOWUS","155","0"
"138466192","2019/3/6","SFO","NYC1S21HX","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/3/9","2019/3/10 15:20:00","Z","ZLNCOWUS","420","0"
"138530542","2019/3/7","SFO","NYC1S21HX","PPT","OUTBOUND","SFO,PPT","SFO,PPT","transpacific","round","BF","BF","BF","2019/12/25","2019/12/26 05:15:00","H","HNCRTUS","1143","286"
"138612002","2019/3/7","SFO","NYC1S21HX","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/3/9","2019/3/10 15:20:00","M","MLNCRTUS","455","0"
"138732462","2019/3/8","SFO","ATL1S211S","PPT","OUTBOUND","SFO,PPT","SFO,PPT","transpacific","one-way","BF","BF","BF","2020/1/31","2020/2/1 05:15:00","R","RNCOWUS","462","0"
"138830832","2019/3/8","SFO","ATL1S211S","PPT","OUTBOUND","SFO,PPT","SFO,PPT","transpacific","one-way","BF","BF","BF","2019/5/10","2019/5/11 04:40:00","R","RNCOWUS","462","0"
"138861052","2019/3/9","SFO","NYC1S21HX","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/3/9","2019/3/10 15:20:00","M","MLNCOWUS","490","0"
"139011572","2019/3/10","PPT","ATL1S211S","SFO","OUTBOUND","PPT,SFO","PPT,SFO","transpacific","one-way","BF","BF","BF","2019/8/31","2019/8/31 18:05:00","T","TNCOWPF","552","0"
"139012162","2019/3/10","SFO","ATL1S211S","PPT","OUTBOUND","SFO,PPT","SFO,PPT","transpacific","one-way","BF","BF","BF","2019/8/21","2019/8/22 04:40:00","R","RNCRTUS","420","0"
"139015532","2019/3/10","SFO","ATL1S211S","PPT","OUTBOUND","SFO,PPT","SFO,PPT","transpacific","one-way","BF","BF","BF","2019/8/21","2019/8/22 04:40:00","R","RNCRTUS","420","0"
"139038892","2019/3/10","ORY","ATL1S211S","PPT","OUTBOUND","ORY,PPT","ORY,PPT","international","one-way","BF","BF","BF","2019/7/3","2019/7/4 04:40:00","M","MNCRTFR","2410","0"
"139063682","2019/3/10","SFO","NYC1S21HX","PPT","OUTBOUND","SFO,PPT","SFO,PPT","transpacific","one-way","BF","BF","BF","2019/3/10","2019/3/11 04:40:00","L","LLNCOWUS","231","0"
"139112982","2019/3/10","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/3/11","2019/3/12 15:20:00","T","TLNCOWUS","120","0"
"139303802","2019/3/12","SFO","NYC1S21HX","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/3/23","2019/3/24 15:20:00","M","MLNCRTUS","455","341"
"139352832","2019/3/12","SFO","ATL1S211S","PPT","OUTBOUND","SFO,PPT","SFO,PPT","transpacific","one-way","BF","BF","BF","2019/8/16","2019/8/17 04:40:00","T","TNCOWUS","282","0"
"139494852","2019/3/13","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/9/23","2019/9/24 16:20:00","R","RNCOWUS","240","0"
"139821682","2019/3/15","SFO","NYC1S21HX","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/3/16","2019/3/17 15:20:00","L","LLNCRTUS","155","0"
"139869602","2019/3/15","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","round","BF","BF","BF","2019/3/25","2019/3/26 15:20:00","T","TLNCRTUS","170","0"
"139870862","2019/3/15","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","round","BF","BF","BF","2019/3/25","2019/3/26 15:20:00","T","TLNCRTUS","85","0"
"140002612","2019/3/16","SFO","NYC1S21HX","PPT","OUTBOUND","SFO,PPT","SFO,PPT","transpacific","one-way","BF","BF","BF","2019/3/22","2019/3/23 04:40:00","L","LLNCOWUS","693","0"
"140002752","2019/3/16","PPT","ATL1S211S","SFO","OUTBOUND","PPT,SFO","PPT,SFO","transpacific","one-way","BF","BF","BF","2019/3/30","2019/3/30 18:05:00","H","HLNCOWPF","735","0"
"140090832","2019/3/17","SFO","ATL1S211S","PPT","OUTBOUND","SFO,PPT","SFO,PPT","transpacific","one-way","BF","BF","BF","2019/9/20","2019/9/21 04:40:00","N","NNCOWUS","257","0"
"140095432","2019/3/17","ORY","ATL1S211S","SFO","OUTBOUND","ORY,SFO","ORY,SFO","transatlantic","one-way","BF","BF","BF","2019/5/17","2019/5/17 20:50:00","R","RNCOWFR","99","0"
"140329972","2019/3/19","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/9/21","2019/9/22 16:20:00","R","RNCOWUS","360","0"
"140447272","2019/3/20","SFO","ATL1S211S","PPT","OUTBOUND","SFO,PPT","SFO,PPT","transpacific","one-way","BF","BF","BF","2019/4/14","2019/4/15 04:40:00","R","RNCOWUS","693","0"
"140450222","2019/3/20","SFO","ATL1S211S","PPT","OUTBOUND","SFO,PPT","SFO,PPT","transpacific","one-way","BF","BF","BF","2019/5/22","2019/5/23 04:40:00","R","RNCOWUS","462","0"
"140828862","2019/3/22","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/4/27","2019/4/28 16:20:00","T","TNCRTUS","145","109"
"140846632","2019/3/22","PPT","ATL1S211S","SFO","OUTBOUND","PPT,SFO","PPT,SFO","transpacific","one-way","BF","BF","BF","2019/9/30","2019/9/30 18:05:00","R","RNCOWPF","310","0"
"140860862","2019/3/22","ORY","ATL1S211S","SFO","OUTBOUND","ORY,SFO","ORY,SFO","transatlantic","one-way","BF","BF","BF","2019/6/12","2019/6/12 20:50:00","T","TNCOWFR","504","0"
"140883102","2019/3/23","SFO","ATL1S211S","PPT","OUTBOUND","SFO,PPT","SFO,PPT","transpacific","one-way","BF","BF","BF","2019/6/23","2019/6/24 04:40:00","R","RNCRTUS","420","0"
"140895892","2019/3/23","SFO","NYC1S21HX","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/3/23","2019/3/24 15:20:00","M","MLNCOWUS","980","367"
"140970332","2019/3/23","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/3/25","2019/3/26 15:20:00","T","TLNCOWUS","240","90"
"141019572","2019/3/24","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/3/25","2019/3/26 15:20:00","T","TLNCOWUS","240","0"
"141065182","2019/3/24","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/3/25","2019/3/26 15:20:00","T","TLNCOWUS","120","0"
"141144632","2019/3/25","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/3/25","2019/3/26 15:20:00","T","TLNCOWUS","120","0"
"141151572","2019/3/25","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/3/25","2019/3/26 15:20:00","T","TLNCOWUS","120","0"
"141152932","2019/3/25","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/3/25","2019/3/26 15:20:00","T","TLNCOWUS","120","0"
"141156992","2019/3/25","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/3/25","2019/3/26 15:20:00","T","TLNCOWUS","120","0"
"141188732","2019/3/25","SFO","NYC1S21HX","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/3/25","2019/3/26 15:20:00","T","TLNCRTUS","170","0"
"141203872","2019/3/25","PPT","ATL1S211S","SFO","OUTBOUND","PPT,SFO","PPT,SFO","transpacific","one-way","BF","BF","BF","2019/6/1","2019/6/1 18:05:00","R","RNCOWPF","310","0"
"141704632","2019/3/29","ORY","ATL1S211S","SFO","OUTBOUND","ORY,SFO","ORY,SFO","transatlantic","one-way","BF","BF","BF","2019/3/29","2019/3/29 20:50:00","Q","QLNCOWFR","146","0"
"141712682","2019/3/29","ORY","ATL1S211S","SFO","OUTBOUND","ORY,SFO","ORY,SFO","transatlantic","one-way","BF","BF","BF","2019/3/29","2019/3/29 20:50:00","Q","QLNCOWFR","146","0"
"141788582","2019/3/29","PPT","YULC4212L","SFO","OUTBOUND","PPT,SFO","PPT,SFO","transpacific","one-way","BF","BF","BF","2020/3/16","2020/3/16 18:05:00","X","XNCOWPF","272","0"
"141829182","2019/3/30","SFO","NYC1S21HX","PPT","OUTBOUND","SFO,PPT","SFO,PPT","transpacific","one-way","BF","BF","BF","2019/4/19","2019/4/20 04:40:00","L","LNCOWUS","704","0"
"141890812","2019/3/30","SFO","ATL1S211S","PPT","OUTBOUND","SFO,PPT","SFO,PPT","transpacific","one-way","BF","BF","BF","2019/10/9","2019/10/10 04:40:00","R","RNCOWUS","462","0"
"142079152","2019/4/1","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/4/1","2019/4/2 16:20:00","R","RNCOWUS","120","0"
"142154442","2019/4/1","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/8/5","2019/8/6 16:20:00","N","NNCOWUS","142","0"
"142253092","2019/4/2","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","round","BF","BF","BF","2019/4/11","2019/4/12 16:20:00","N","NNCRTUS","109","0"
"142482492","2019/4/3","ORY","ATL1S211S","SFO","OUTBOUND","ORY,SFO","ORY,SFO","transatlantic","one-way","BF","BF","BF","2019/5/15","2019/5/15 20:50:00","R","RNCOWFR","294","0"
"142496122","2019/4/3","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/4/15","2019/4/16 16:20:00","R","RNCOWUS","240","0"
"142653642","2019/4/5","PPT","ATL1S211S","SFO","OUTBOUND","PPT,SFO","PPT,SFO","transpacific","one-way","BF","BF","BF","2019/8/8","2019/8/8 18:05:00","N","NNCOWPF","438","164"
"142995172","2019/4/7","SFO","NYC1S21HX","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/4/8","2019/4/9 16:20:00","R","RNCRTUS","87","65"
"143004632","2019/4/8","PPT","ATL1S211S","SFO","OUTBOUND","PPT,SFO","PPT,SFO","transpacific","one-way","BF","BF","BF","2019/5/27","2019/5/27 18:05:00","R","RNCOWPF","306","0"
"143013042","2019/4/8","SFO","ATL1S211S","PPT","OUTBOUND","SFO,PPT","SFO,PPT","transpacific","one-way","BF","BF","BF","2019/5/24","2019/5/25 04:40:00","N","NNCOWUS","514","0"
"143013082","2019/4/8","PPT","ATL1S211S","SFO","OUTBOUND","PPT,SFO","PPT,SFO","transpacific","one-way","BF","BF","BF","2019/6/3","2019/6/3 18:05:00","X","XNCOWPF","202","0"
"143077982","2019/4/8","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/4/8","2019/4/9 16:20:00","R","RNCOWUS","120","0"
"143192772","2019/4/9","SFO","NYC1S21HX","PPT","OUTBOUND","SFO,PPT","SFO,PPT","transpacific","one-way","BF","BF","BF","2019/7/3","2019/7/4 04:40:00","R","RNCRTUS","210","0"
"143232482","2019/4/9","ORY","ATL1S211S","SFO","OUTBOUND","ORY,SFO","ORY,SFO","transatlantic","one-way","BF","BF","BF","2019/4/10","2019/4/10 20:50:00","V","VRFOWFR","727","0"
"143309202","2019/4/10","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/4/11","2019/4/12 16:20:00","R","RNCOWUS","120","0"
"143315452","2019/4/10","SFO","DTW1S218C","PPT","OUTBOUND","SFO,PPT","SFO,PPT","transpacific","one-way","BF","BF","BF","2019/5/17","2019/5/18 04:40:00","R","RNCOWUS","231","0"
"143315512","2019/4/10","PPT","ORD1S21DE","SFO","OUTBOUND","PPT,SFO","PPT,SFO","transpacific","one-way","BF","BF","BF","2019/5/25","2019/5/25 18:05:00","N","NNCOWPF","219","0"
"143472072","2019/4/11","SFO","ATL1S211S","PPT","OUTBOUND","SFO,PPT","SFO,PPT","transpacific","one-way","BF","BF","BF","2019/5/1","2019/5/2 04:40:00","R","RNCOWUS","462","0"
"143574492","2019/4/11","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/4/29","2019/4/30 16:20:00","R","RNCOWUS","120","0"
"143587852","2019/4/11","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","round","BF","BF","BF","2019/4/11","2019/4/12 16:20:00","R","RNCRTUS","87","0"
"143622842","2019/4/11","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/4/13","2019/4/14 16:20:00","R","RNCOWUS","120","0"
"143819492","2019/4/13","SFO","NYC1S21HX","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/4/13","2019/4/14 16:20:00","R","RNCRTUS","87","0"
"143828102","2019/4/13","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/4/13","2019/4/14 16:20:00","R","RNCOWUS","480","0"
"143935942","2019/4/14","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/4/15","2019/4/16 16:20:00","R","RNCOWUS","120","0"
"143986932","2019/4/14","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/4/15","2019/4/16 16:20:00","R","RNCOWUS","120","180"
"144095002","2019/4/15","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/4/15","2019/4/16 16:20:00","R","RNCOWUS","360","0"
"144215142","2019/4/16","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/9/2","2019/9/3 16:20:00","N","NNCOWUS","142","0"
"144313522","2019/4/17","PPT","ATL1S211S","SFO","OUTBOUND","PPT,SFO","PPT,SFO","transpacific","one-way","BF","BF","BF","2019/5/30","2019/5/30 18:05:00","X","XNCOWPF","0","0"
"144468122","2019/4/18","PPT","ATL1S211S","SFO","OUTBOUND","PPT,SFO","PPT,SFO","transpacific","one-way","BF","BF","BF","2019/5/30","2019/5/30 18:05:00","X","XNCOWPF","204","0"
"144578562","2019/4/18","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/4/18","2019/4/19 16:20:00","R","RNCOWUS","120","0"
"144609662","2019/4/19","SFO","DTWM02108","PPT","OUTBOUND","SFO,PPT","SFO,PPT","transpacific","one-way","BF","BF","BF","2019/6/12","2019/6/13 04:40:00","R","RNCOWUS","462","173"
"144609712","2019/4/19","PPT","ORD1S21DE","SFO","OUTBOUND","PPT,SFO","PPT,SFO","transpacific","one-way","BF","BF","BF","2019/7/1","2019/7/1 18:05:00","N","NNCOWPF","440","165"
"144613712","2019/4/19","PPT","ATL1S211S","SFO","OUTBOUND","PPT,SFO","PPT,SFO","transpacific","one-way","BF","BF","BF","2019/10/5","2019/10/5 18:05:00","X","XNCOWPF","204","0"
"144912232","2019/4/21","SFO","ATL1S211S","PPT","OUTBOUND","SFO,PPT","SFO,PPT","transpacific","one-way","BF","BF","BF","2019/4/21","2019/4/22 04:40:00","N","NNCOWUS","514","192"
"144939112","2019/4/22","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/4/22","2019/4/23 16:20:00","R","RNCRTUS","87","0"
"145533181","2019/4/25","SFO","ATL1S211S","PPT","OUTBOUND","SFO,PPT","SFO,PPT","transpacific","one-way","BF","BF","BF","2019/4/26","2019/4/27 04:40:00","R","RNCOWUS","693","0"
"145612321","2019/4/26","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/9/21","2019/9/22 16:20:00","N","NNCRTUS","218","82"
"145677631","2019/4/26","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/7/8","2019/7/9 16:20:00","N","NNCOWUS","142","0"
"145685881","2019/4/27","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","round","BF","BF","BF","2019/4/29","2019/4/30 16:20:00","R","RNCRTUS","87","0"
"145728091","2019/4/27","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","round","BF","BF","BF","2019/4/29","2019/4/30 16:20:00","R","RNCRTUS","87","0"
"146006081","2019/4/29","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","round","BF","BF","BF","2019/5/2","2019/5/3 16:20:00","R","RNCRTUS","174","0"
"146230971","2019/4/30","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","round","BF","BF","BF","2019/9/23","2019/9/24 16:20:00","R","RNCRTUS","348","130"
"146252671","2019/5/1","SFO","ATL1S211S","XYD","OUTBOUND","SFO,ORY,XJY,XYD","SFO,ORY","transatlantic","one-way","BF","BF","BF,2C","2019/10/14","2019/10/15 16:20:00","R","RNCOWUS","210","0"
"146467341","2019/5/2","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/5/2","2019/5/3 16:20:00","N","NNCOWUS","142","0"
"146489181","2019/5/2","SFO","ATL1S211S","PPT","OUTBOUND","SFO,PPT","SFO,PPT","transpacific","one-way","BF","BF","BF","2019/11/10","2019/11/11 05:15:00","R","RNCOWUS","462","0"
"146511361","2019/5/2","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/5/27","2019/5/28 16:20:00","L","LNCOWUS","250","0"
"146580431","2019/5/3","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/5/18","2019/5/19 16:20:00","N","NNCOWUS","284","0"
"146580681","2019/5/3","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","round","BF","BF","BF","2019/5/4","2019/5/5 16:20:00","R","RNCRTUS","87","0"
"146739381","2019/5/4","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/5/4","2019/5/5 16:20:00","R","RNCOWUS","120","0"
"146836961","2019/5/5","SFO","ATL1S211S","PPT","OUTBOUND","SFO,PPT","SFO,PPT","transpacific","one-way","BF","BF","BF","2019/10/30","2019/10/31 04:40:00","R","RNCOWUS","462","0"
"146837001","2019/5/5","PPT","ATL1S211S","SFO","OUTBOUND","PPT,SFO","PPT,SFO","transpacific","one-way","BF","BF","BF","2019/11/9","2019/11/9 17:20:00","X","XNCOWPF","202","0"
"146882421","2019/5/5","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/5/6","2019/5/7 16:20:00","R","RNCOWUS","120","90"
"146960181","2019/5/6","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/5/6","2019/5/7 16:20:00","N","NNCOWUS","142","0"
"147092751","2019/5/7","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/5/16","2019/5/17 16:20:00","Q","QNCOWUS","214","0"
"147099351","2019/5/7","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/8/8","2019/8/9 16:20:00","T","TNCOWUS","356","0"
"147195291","2019/5/7","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/5/9","2019/5/10 16:20:00","T","TNCRTUS","145","0"
"147279591","2019/5/8","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/5/9","2019/5/10 16:20:00","T","TNCOWUS","356","0"
"147465211","2019/5/9","PPT","ATL1S211S","SFO","OUTBOUND","PPT,SFO","PPT,SFO","transpacific","one-way","BF","BF","BF","2019/6/22","2019/6/22 18:05:00","X","XNCOWPF","202","0"
"147504081","2019/5/9","SFO","ATL1S211S","PPT","OUTBOUND","SFO,PPT","SFO,PPT","transpacific","one-way","BF","BF","BF","2019/10/2","2019/10/3 04:40:00","R","RNCOWUS","231","0"
"147525041","2019/5/9","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/5/9","2019/5/10 16:20:00","T","TNCOWUS","178","0"
"147529121","2019/5/9","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/5/9","2019/5/10 16:20:00","T","TNCRTUS","145","0"
"147532041","2019/5/9","SFO","ORD1S21DE","PPT","OUTBOUND","SFO,PPT","SFO,PPT","transpacific","one-way","BF","BF","BF","2019/7/19","2019/7/20 04:40:00","L","LNCOWUS","352","0"
"147532111","2019/5/9","PPT","ORD1S21DE","SFO","OUTBOUND","PPT,SFO","PPT,SFO","transpacific","one-way","BF","BF","BF","2019/8/5","2019/8/5 18:05:00","X","XNCOWPF","101","0"
"147590111","2019/5/10","ORY","ATL1S211S","SFO","OUTBOUND","ORY,SFO","ORY,SFO","transatlantic","one-way","BF","BF","BF","2019/6/5","2019/6/5 20:50:00","R","RNCOWFR","490","0"
"147717851","2019/5/11","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/5/11","2019/5/12 16:20:00","T","TNCOWUS","178","0"
"147779731","2019/5/11","SFO","ATL1S211S","ORY","OUTBOUND","SFO,ORY","SFO,ORY","transatlantic","one-way","BF","BF","BF","2019/5/13","2019/5/14 16:20:00","Q","QNCOWUS","214","0"
